doy,month,hour,ghi_hourly_wm2
22,1,14,493.12
22,1,15,339.03
22,1,16,138.63
22,1,17,16.94
22,1,18,0.0
22,1,19,0.0
22,1,20,0.0
22,1,21,0.0
22,1,22,0.0
22,1,23,0.0
23,1,0,0.0
23,1,1,0.0
23,1,2,0.0
23,1,3,0.0
23,1,4,0.0
23,1,5,0.0
23,1,6,42.96
23,1,7,186.14
23,1,8,402.41
23,1,9,449.75
23,1,10,586.99
23,1,11,666.35
23,1,12,649.77
23,1,13,604.9
23,1,14,487.48
23,1,15,305.22
23,1,16,171.53
23,1,17,16.12
23,1,18,0.0
23,1,19,0.0
23,1,20,0.0
23,1,21,0.0
23,1,22,0.0
23,1,23,0.0
24,1,0,0.0
24,1,1,0.0
24,1,2,0.0
24,1,3,0.0
24,1,4,0.0
24,1,5,0.0
24,1,6,38.15
24,1,7,183.75
24,1,8,274.61
24,1,9,528.55
24,1,10,613.41
24,1,11,622.49
24,1,12,669.79
24,1,13,372.11
24,1,14,262.93
24,1,15,333.33
24,1,16,169.06
24,1,17,16.33
24,1,18,0.0
24,1,19,0.0
24,1,20,0.0
24,1,21,0.0
24,1,22,0.0
24,1,23,0.0
25,1,0,0.0
25,1,1,0.0
25,1,2,0.0
25,1,3,0.0
25,1,4,0.0
25,1,5,0.0
25,1,6,45.78
25,1,7,195.78
25,1,8,359.58
25,1,9,448.9
25,1,10,598.52
25,1,11,499.97
25,1,12,520.62
25,1,13,594.22
25,1,14,486.28
25,1,15,297.57
25,1,16,141.31
25,1,17,15.38
25,1,18,0.0
25,1,19,0.0
25,1,20,0.0
25,1,21,0.0
25,1,22,0.0
25,1,23,0.0
26,1,0,0.0
26,1,1,0.0
26,1,2,0.0
26,1,3,0.0
26,1,4,0.0
26,1,5,0.0
26,1,6,43.93
26,1,7,227.41
26,1,8,369.62
26,1,9,517.55
26,1,10,537.0
26,1,11,561.51
26,1,12,669.83
26,1,13,538.82
26,1,14,495.47
26,1,15,343.38
26,1,16,161.13
26,1,17,8.43
26,1,18,0.0
26,1,19,0.0
26,1,20,0.0
26,1,21,0.0
26,1,22,0.0
26,1,23,0.0
27,1,0,0.0
27,1,1,0.0
27,1,2,0.0
27,1,3,0.0
27,1,4,0.0
27,1,5,0.0
27,1,6,34.95
27,1,7,181.11
27,1,8,345.42
27,1,9,510.2
27,1,10,623.69
27,1,11,629.39
27,1,12,585.43
27,1,13,471.74
27,1,14,481.2
27,1,15,338.83
27,1,16,138.46
27,1,17,11.77
27,1,18,0.0
27,1,19,0.0
27,1,20,0.0
27,1,21,0.0
27,1,22,0.0
27,1,23,0.0
28,1,0,0.0
28,1,1,0.0
28,1,2,0.0
28,1,3,0.0
28,1,4,0.0
28,1,5,0.0
28,1,6,44.88
28,1,7,214.01
28,1,8,368.16
28,1,9,509.92
28,1,10,454.18
28,1,11,556.25
28,1,12,635.63
28,1,13,606.8
28,1,14,441.42
28,1,15,340.35
28,1,16,118.27
28,1,17,9.48
28,1,18,0.0
28,1,19,0.0
28,1,20,0.0
28,1,21,0.0
28,1,22,0.0
28,1,23,0.0
29,1,0,0.0
29,1,1,0.0
29,1,2,0.0
29,1,3,0.0
29,1,4,0.0
29,1,5,0.0
29,1,6,46.91
29,1,7,163.77
29,1,8,367.52
29,1,9,473.21
29,1,10,570.76
29,1,11,561.87
29,1,12,657.49
29,1,13,579.74
29,1,14,331.61
29,1,15,279.63
29,1,16,159.63
29,1,17,14.49
29,1,18,0.0
29,1,19,0.0
29,1,20,0.0
29,1,21,0.0
29,1,22,0.0
29,1,23,0.0
30,1,0,0.0
30,1,1,0.0
30,1,2,0.0
30,1,3,0.0
30,1,4,0.0
30,1,5,0.0
30,1,6,39.1
30,1,7,220.59
30,1,8,364.1
30,1,9,520.31
30,1,10,606.95
30,1,11,673.5
30,1,12,560.03
30,1,13,500.75
30,1,14,496.98
30,1,15,338.25
30,1,16,171.88
30,1,17,15.41
30,1,18,0.0
30,1,19,0.0
30,1,20,0.0
30,1,21,0.0
30,1,22,0.0
30,1,23,0.0
31,1,0,0.0
31,1,1,0.0
31,1,2,0.0
31,1,3,0.0
31,1,4,0.0
31,1,5,0.0
31,1,6,41.57
31,1,7,209.04
31,1,8,295.18
31,1,9,531.55
31,1,10,552.44
31,1,11,543.89
31,1,12,612.56
31,1,13,507.67
31,1,14,430.74
31,1,15,312.15
31,1,16,155.41
31,1,17,16.49
31,1,18,0.0
31,1,19,0.0
31,1,20,0.0
31,1,21,0.0
31,1,22,0.0
31,1,23,0.0
32,2,0,0.0
32,2,1,0.0
32,2,2,0.0
32,2,3,0.0
32,2,4,0.0
32,2,5,0.0
32,2,6,44.87
32,2,7,224.55
32,2,8,364.88
32,2,9,282.27
32,2,10,506.08
32,2,11,475.52
32,2,12,540.31
32,2,13,409.46
32,2,14,532.06
32,2,15,344.89
32,2,16,167.84
32,2,17,57.96
32,2,18,0.0
32,2,19,0.0
32,2,20,0.0
32,2,21,0.0
32,2,22,0.0
32,2,23,0.0
33,2,0,0.0
33,2,1,0.0
33,2,2,0.0
33,2,3,0.0
33,2,4,0.0
33,2,5,0.0
33,2,6,47.61
33,2,7,138.19
33,2,8,372.0
33,2,9,521.47
33,2,10,573.33
33,2,11,670.66
33,2,12,656.96
33,2,13,587.56
33,2,14,415.63
33,2,15,378.8
33,2,16,229.42
33,2,17,47.19
33,2,18,0.0
33,2,19,0.0
33,2,20,0.0
33,2,21,0.0
33,2,22,0.0
33,2,23,0.0
34,2,0,0.0
34,2,1,0.0
34,2,2,0.0
34,2,3,0.0
34,2,4,0.0
34,2,5,0.0
34,2,6,62.84
34,2,7,168.36
34,2,8,393.85
34,2,9,515.04
34,2,10,635.6
34,2,11,652.15
34,2,12,657.16
34,2,13,590.01
34,2,14,495.06
34,2,15,362.72
34,2,16,210.03
34,2,17,53.79
34,2,18,0.0
34,2,19,0.0
34,2,20,0.0
34,2,21,0.0
34,2,22,0.0
34,2,23,0.0
35,2,0,0.0
35,2,1,0.0
35,2,2,0.0
35,2,3,0.0
35,2,4,0.0
35,2,5,0.0
35,2,6,54.78
35,2,7,212.23
35,2,8,387.14
35,2,9,516.26
35,2,10,551.66
35,2,11,654.33
35,2,12,634.85
35,2,13,602.89
35,2,14,528.46
35,2,15,395.23
35,2,16,197.68
35,2,17,59.56
35,2,18,0.0
35,2,19,0.0
35,2,20,0.0
35,2,21,0.0
35,2,22,0.0
35,2,23,0.0
36,2,0,0.0
36,2,1,0.0
36,2,2,0.0
36,2,3,0.0
36,2,4,0.0
36,2,5,0.0
36,2,6,65.71
36,2,7,173.68
36,2,8,376.03
36,2,9,520.41
36,2,10,585.96
36,2,11,575.81
36,2,12,667.02
36,2,13,609.12
36,2,14,317.0
36,2,15,386.71
36,2,16,231.36
36,2,17,56.7
36,2,18,0.0
36,2,19,0.0
36,2,20,0.0
36,2,21,0.0
36,2,22,0.0
36,2,23,0.0
37,2,0,0.0
37,2,1,0.0
37,2,2,0.0
37,2,3,0.0
37,2,4,0.0
37,2,5,0.0
37,2,6,69.07
37,2,7,240.42
37,2,8,390.84
37,2,9,515.84
37,2,10,625.1
37,2,11,680.14
37,2,12,599.21
37,2,13,514.74
37,2,14,401.02
37,2,15,324.89
37,2,16,174.84
37,2,17,60.58
37,2,18,0.0
37,2,19,0.0
37,2,20,0.0
37,2,21,0.0
37,2,22,0.0
37,2,23,0.0
38,2,0,0.0
38,2,1,0.0
38,2,2,0.0
38,2,3,0.0
38,2,4,0.0
38,2,5,0.0
38,2,6,58.02
38,2,7,241.44
38,2,8,303.36
38,2,9,524.57
38,2,10,509.46
38,2,11,547.63
38,2,12,622.68
38,2,13,571.24
38,2,14,452.97
38,2,15,258.03
38,2,16,228.74
38,2,17,59.22
38,2,18,0.0
38,2,19,0.0
38,2,20,0.0
38,2,21,0.0
38,2,22,0.0
38,2,23,0.0
39,2,0,0.0
39,2,1,0.0
39,2,2,0.0
39,2,3,0.0
39,2,4,0.0
39,2,5,0.0
39,2,6,66.39
39,2,7,193.43
39,2,8,402.87
39,2,9,423.06
39,2,10,607.42
39,2,11,580.56
39,2,12,664.31
39,2,13,525.15
39,2,14,420.22
39,2,15,394.09
39,2,16,236.07
39,2,17,38.84
39,2,18,0.0
39,2,19,0.0
39,2,20,0.0
39,2,21,0.0
39,2,22,0.0
39,2,23,0.0
40,2,0,0.0
40,2,1,0.0
40,2,2,0.0
40,2,3,0.0
40,2,4,0.0
40,2,5,0.0
40,2,6,60.03
40,2,7,239.05
40,2,8,407.77
40,2,9,536.08
40,2,10,484.1
40,2,11,553.71
40,2,12,593.55
40,2,13,580.01
40,2,14,502.61
40,2,15,382.24
40,2,16,215.29
40,2,17,59.95
40,2,18,0.0
40,2,19,0.0
40,2,20,0.0
40,2,21,0.0
40,2,22,0.0
40,2,23,0.0
41,2,0,0.0
41,2,1,0.0
41,2,2,0.0
41,2,3,0.0
41,2,4,0.0
41,2,5,0.0
41,2,6,61.93
41,2,7,162.41
41,2,8,327.82
41,2,9,532.58
41,2,10,610.52
41,2,11,629.0
41,2,12,613.05
41,2,13,498.96
41,2,14,361.83
41,2,15,369.24
41,2,16,223.98
41,2,17,59.54
41,2,18,0.0
41,2,19,0.0
41,2,20,0.0
41,2,21,0.0
41,2,22,0.0
41,2,23,0.0
42,2,0,0.0
42,2,1,0.0
42,2,2,0.0
42,2,3,0.0
42,2,4,0.0
42,2,5,0.0
42,2,6,57.04
42,2,7,100.59
42,2,8,353.34
42,2,9,483.33
42,2,10,594.43
42,2,11,649.64
42,2,12,401.98
42,2,13,571.47
42,2,14,537.52
42,2,15,389.65
42,2,16,237.4
42,2,17,55.77
42,2,18,0.0
42,2,19,0.0
42,2,20,0.0
42,2,21,0.0
42,2,22,0.0
42,2,23,0.0
43,2,0,0.0
43,2,1,0.0
43,2,2,0.0
43,2,3,0.0
43,2,4,0.0
43,2,5,0.0
43,2,6,55.4
43,2,7,238.37
43,2,8,395.64
43,2,9,524.66
43,2,10,585.74
43,2,11,634.27
43,2,12,608.93
43,2,13,610.41
43,2,14,501.35
43,2,15,391.86
43,2,16,230.07
43,2,17,53.76
43,2,18,0.0
43,2,19,0.0
43,2,20,0.0
43,2,21,0.0
43,2,22,0.0
43,2,23,0.0
44,2,0,0.0
44,2,1,0.0
44,2,2,0.0
44,2,3,0.0
44,2,4,0.0
44,2,5,0.0
44,2,6,66.68
44,2,7,204.93
44,2,8,313.87
44,2,9,462.57
44,2,10,613.84
44,2,11,590.27
44,2,12,541.62
44,2,13,462.29
44,2,14,517.99
44,2,15,352.2
44,2,16,226.38
44,2,17,45.6
44,2,18,0.0
44,2,19,0.0
44,2,20,0.0
44,2,21,0.0
44,2,22,0.0
44,2,23,0.0
45,2,0,0.0
45,2,1,0.0
45,2,2,0.0
45,2,3,0.0
45,2,4,0.0
45,2,5,0.0
45,2,6,56.66
45,2,7,244.48
45,2,8,346.29
45,2,9,409.83
45,2,10,424.68
45,2,11,564.46
45,2,12,605.42
45,2,13,525.06
45,2,14,471.58
45,2,15,389.02
45,2,16,207.13
45,2,17,54.69
45,2,18,0.0
45,2,19,0.0
45,2,20,0.0
45,2,21,0.0
45,2,22,0.0
45,2,23,0.0
46,2,0,0.0
46,2,1,0.0
46,2,2,0.0
46,2,3,0.0
46,2,4,0.0
46,2,5,0.0
46,2,6,66.56
46,2,7,210.63
46,2,8,332.44
46,2,9,520.21
46,2,10,624.24
46,2,11,675.07
46,2,12,646.61
46,2,13,473.48
46,2,14,515.43
46,2,15,390.03
46,2,16,239.89
46,2,17,51.36
46,2,18,0.0
46,2,19,0.0
46,2,20,0.0
46,2,21,0.0
46,2,22,0.0
46,2,23,0.0
47,2,0,0.0
47,2,1,0.0
47,2,2,0.0
47,2,3,0.0
47,2,4,0.0
47,2,5,0.0
47,2,6,67.25
47,2,7,219.43
47,2,8,349.81
47,2,9,501.3
47,2,10,623.68
47,2,11,612.81
47,2,12,653.73
47,2,13,614.55
47,2,14,466.7
47,2,15,299.76
47,2,16,217.24
47,2,17,56.06
47,2,18,0.0
47,2,19,0.0
47,2,20,0.0
47,2,21,0.0
47,2,22,0.0
47,2,23,0.0
48,2,0,0.0
48,2,1,0.0
48,2,2,0.0
48,2,3,0.0
48,2,4,0.0
48,2,5,0.0
48,2,6,66.52
48,2,7,140.37
48,2,8,325.7
48,2,9,423.2
48,2,10,638.45
48,2,11,638.83
48,2,12,653.61
48,2,13,608.13
48,2,14,414.73
48,2,15,400.02
48,2,16,219.31
48,2,17,58.84
48,2,18,0.0
48,2,19,0.0
48,2,20,0.0
48,2,21,0.0
48,2,22,0.0
48,2,23,0.0
49,2,0,0.0
49,2,1,0.0
49,2,2,0.0
49,2,3,0.0
49,2,4,0.0
49,2,5,0.0
49,2,6,69.25
49,2,7,248.28
49,2,8,397.28
49,2,9,534.36
49,2,10,465.58
49,2,11,633.78
49,2,12,652.92
49,2,13,545.0
49,2,14,385.46
49,2,15,309.62
49,2,16,228.97
49,2,17,59.64
49,2,18,0.0
49,2,19,0.0
49,2,20,0.0
49,2,21,0.0
49,2,22,0.0
49,2,23,0.0
50,2,0,0.0
50,2,1,0.0
50,2,2,0.0
50,2,3,0.0
50,2,4,0.0
50,2,5,0.0
50,2,6,68.75
50,2,7,227.87
50,2,8,289.65
50,2,9,487.5
50,2,10,633.79
50,2,11,664.33
50,2,12,618.97
50,2,13,598.19
50,2,14,434.78
50,2,15,304.37
50,2,16,204.61
50,2,17,52.63
50,2,18,0.0
50,2,19,0.0
50,2,20,0.0
50,2,21,0.0
50,2,22,0.0
50,2,23,0.0
51,2,0,0.0
51,2,1,0.0
51,2,2,0.0
51,2,3,0.0
51,2,4,0.0
51,2,5,0.0
51,2,6,64.17
51,2,7,235.15
51,2,8,359.45
51,2,9,401.76
51,2,10,468.32
51,2,11,530.7
51,2,12,597.95
51,2,13,593.74
51,2,14,338.81
51,2,15,358.05
51,2,16,223.89
51,2,17,60.25
51,2,18,0.0
51,2,19,0.0
51,2,20,0.0
51,2,21,0.0
51,2,22,0.0
51,2,23,0.0
52,2,0,0.0
52,2,1,0.0
52,2,2,0.0
52,2,3,0.0
52,2,4,0.0
52,2,5,0.0
52,2,6,67.57
52,2,7,239.56
52,2,8,403.2
52,2,9,518.97
52,2,10,574.47
52,2,11,684.12
52,2,12,659.79
52,2,13,542.77
52,2,14,455.95
52,2,15,351.35
52,2,16,200.69
52,2,17,59.16
52,2,18,0.0
52,2,19,0.0
52,2,20,0.0
52,2,21,0.0
52,2,22,0.0
52,2,23,0.0
53,2,0,0.0
53,2,1,0.0
53,2,2,0.0
53,2,3,0.0
53,2,4,0.0
53,2,5,0.0
53,2,6,69.66
53,2,7,234.88
53,2,8,383.51
53,2,9,522.83
53,2,10,576.22
53,2,11,657.48
53,2,12,630.95
53,2,13,468.69
53,2,14,363.22
53,2,15,233.56
53,2,16,210.72
53,2,17,59.22
53,2,18,0.0
53,2,19,0.0
53,2,20,0.0
53,2,21,0.0
53,2,22,0.0
53,2,23,0.0
54,2,0,0.0
54,2,1,0.0
54,2,2,0.0
54,2,3,0.0
54,2,4,0.0
54,2,5,0.0
54,2,6,66.06
54,2,7,216.85
54,2,8,333.26
54,2,9,504.54
54,2,10,459.89
54,2,11,514.48
54,2,12,665.03
54,2,13,502.99
54,2,14,520.5
54,2,15,278.52
54,2,16,235.22
54,2,17,58.79
54,2,18,0.0
54,2,19,0.0
54,2,20,0.0
54,2,21,0.0
54,2,22,0.0
54,2,23,0.0
55,2,0,0.0
55,2,1,0.0
55,2,2,0.0
55,2,3,0.0
55,2,4,0.0
55,2,5,0.0
55,2,6,65.63
55,2,7,200.88
55,2,8,368.79
55,2,9,524.61
55,2,10,630.1
55,2,11,562.89
55,2,12,535.93
55,2,13,606.92
55,2,14,535.45
55,2,15,327.34
55,2,16,217.37
55,2,17,46.21
55,2,18,0.0
55,2,19,0.0
55,2,20,0.0
55,2,21,0.0
55,2,22,0.0
55,2,23,0.0
56,2,0,0.0
56,2,1,0.0
56,2,2,0.0
56,2,3,0.0
56,2,4,0.0
56,2,5,0.0
56,2,6,68.11
56,2,7,151.02
56,2,8,299.27
56,2,9,443.33
56,2,10,467.13
56,2,11,509.69
56,2,12,586.52
56,2,13,457.46
56,2,14,497.02
56,2,15,322.81
56,2,16,214.24
56,2,17,60.49
56,2,18,0.0
56,2,19,0.0
56,2,20,0.0
56,2,21,0.0
56,2,22,0.0
56,2,23,0.0
57,2,0,0.0
57,2,1,0.0
57,2,2,0.0
57,2,3,0.0
57,2,4,0.0
57,2,5,0.0
57,2,6,55.0
57,2,7,198.72
57,2,8,398.69
57,2,9,510.78
57,2,10,605.02
57,2,11,657.35
57,2,12,633.7
57,2,13,596.01
57,2,14,503.74
57,2,15,357.53
57,2,16,185.77
57,2,17,40.64
57,2,18,0.0
57,2,19,0.0
57,2,20,0.0
57,2,21,0.0
57,2,22,0.0
57,2,23,0.0
58,2,0,0.0
58,2,1,0.0
58,2,2,0.0
58,2,3,0.0
58,2,4,0.0
58,2,5,0.0
58,2,6,62.99
58,2,7,233.43
58,2,8,374.98
58,2,9,431.15
58,2,10,587.18
58,2,11,672.93
58,2,12,680.07
58,2,13,451.34
58,2,14,500.04
58,2,15,290.43
58,2,16,127.86
58,2,17,58.98
58,2,18,0.0
58,2,19,0.0
58,2,20,0.0
58,2,21,0.0
58,2,22,0.0
58,2,23,0.0
59,2,0,0.0
59,2,1,0.0
59,2,2,0.0
59,2,3,0.0
